,user_id,spend_date,platform,amount
23366,98,2014-12-31,desktop,900
23367,70,2021-01-13,mobile,700
23368,98,2021-01-20,desktop,200
23369,154,2014-05-01,desktop,800
23370,7,2014-11-30,desktop,600
23371,56,2013-09-13,desktop,900
23372,74,2021-03-03,mobile,300
23373,30,2015-11-21,mobile,500
23374,167,2021-05-30,mobile,700
23375,7,2021-02-05,mobile,700
23376,68,2014-09-27,desktop,200
23377,94,2016-10-17,mobile,800
23378,70,2019-03-08,mobile,600
23379,32,2014-04-26,mobile,900
23380,166,2013-04-26,mobile,400
23381,37,2012-07-07,mobile,800
23382,11,2018-09-27,desktop,200
23383,62,2022-03-04,desktop,600
23384,77,2016-07-07,desktop,700
23385,51,2014-12-29,desktop,900
23386,47,2021-09-24,desktop,300
23387,72,2014-03-26,mobile,700
23388,159,2013-04-25,mobile,800
23389,161,2018-12-28,mobile,100
23390,108,2019-03-07,desktop,900
23391,167,2012-01-01,desktop,300
23392,76,2017-10-11,mobile,300
23393,182,2020-08-30,desktop,200
23394,96,2017-07-14,desktop,700
23395,80,2014-10-06,mobile,800
23396,156,2022-09-20,mobile,100
23397,105,2010-12-25,desktop,300
23398,179,2022-08-11,mobile,100
23399,28,2015-07-31,desktop,200
23400,48,2014-10-29,mobile,600
23401,179,2021-12-19,desktop,800
23402,129,2015-03-22,mobile,200
23403,53,2017-04-24,mobile,600
23404,33,2011-11-05,desktop,700
23405,129,2020-03-26,desktop,600
23406,57,2015-06-07,desktop,300
23407,190,2011-08-23,desktop,300
23408,178,2011-09-05,desktop,600
23409,166,2011-07-13,desktop,900
23410,44,2017-10-22,desktop,800
23411,36,2016-10-05,mobile,600
23412,72,2020-01-29,desktop,300
23413,67,2019-06-13,mobile,500
23414,97,2020-08-08,desktop,100
23415,159,2011-07-19,desktop,400
23416,98,2021-03-31,mobile,800
23417,128,2020-11-16,mobile,400
23418,185,2021-06-10,desktop,200
23419,84,2014-12-15,mobile,300
23420,191,2014-08-19,desktop,100
23421,69,2012-11-09,mobile,700
23422,109,2011-09-24,desktop,600
23423,58,2014-01-05,mobile,100
23424,38,2013-08-27,mobile,700
23425,183,2014-07-16,mobile,200
23426,89,2013-09-24,mobile,500
23427,193,2017-12-19,desktop,100
23428,71,2018-03-09,desktop,500
23429,62,2017-02-25,mobile,800
23430,120,2018-04-22,mobile,700
23431,147,2020-03-24,desktop,100
23432,5,2019-12-07,desktop,700
23433,156,2018-08-08,mobile,900
23434,109,2020-08-18,mobile,400
23435,95,2010-05-15,desktop,400
23436,30,2021-08-23,mobile,100
23437,113,2010-09-11,desktop,100
23438,56,2015-03-15,mobile,100
23439,176,2018-10-19,desktop,700
23440,83,2011-07-01,mobile,600
23441,196,2019-06-24,mobile,800
23442,73,2021-07-20,desktop,900
23443,49,2011-08-15,desktop,600
23444,137,2010-07-14,desktop,300
23445,46,2016-05-10,mobile,600
23446,196,2018-04-15,mobile,700
23447,110,2013-06-17,desktop,600
23448,108,2014-12-29,desktop,100
23449,162,2012-06-06,mobile,400
23450,158,2019-02-21,mobile,300
23451,124,2011-01-08,mobile,700
23452,163,2018-01-16,mobile,500
23453,151,2016-12-07,desktop,100
23454,151,2010-04-28,mobile,700
23455,186,2019-10-10,mobile,300
23456,141,2015-02-25,desktop,800
23457,28,2011-05-29,desktop,100
23458,14,2016-01-02,desktop,100
23459,157,2010-07-01,mobile,300
23460,79,2010-01-27,mobile,600
23461,165,2017-07-27,mobile,600
23462,29,2010-08-23,mobile,100
23463,81,2019-01-05,mobile,800
23464,59,2011-08-07,desktop,600
23465,114,2010-03-12,desktop,800
23466,20,2022-04-11,mobile,600
23467,77,2017-06-13,mobile,100
23468,40,2010-07-17,desktop,500
23469,184,2014-08-06,mobile,800
23470,13,2021-11-02,mobile,500
23471,125,2013-09-11,desktop,800
23472,102,2019-12-15,desktop,900
23473,111,2017-03-12,desktop,500
23474,47,2011-01-30,mobile,500
23475,32,2016-12-12,desktop,800
23476,10,2010-09-16,mobile,300
23477,22,2020-12-23,mobile,100
23478,65,2011-07-31,mobile,200
23479,148,2013-06-14,desktop,900
23480,100,2018-05-30,mobile,900
23481,119,2021-01-13,mobile,500
23482,200,2012-07-14,desktop,600
23483,26,2015-09-28,desktop,800
23484,16,2020-04-22,mobile,800
23485,17,2010-12-10,mobile,700
23486,26,2010-03-14,mobile,600
23487,7,2016-05-11,mobile,800
23488,36,2016-07-10,mobile,400
23489,119,2014-03-08,desktop,400
23490,36,2016-09-30,desktop,200
23491,134,2014-09-25,desktop,900
23492,184,2022-06-25,desktop,400
23493,153,2010-06-27,desktop,300
23494,110,2014-12-05,desktop,900
23495,196,2022-03-23,desktop,900
23496,94,2022-05-26,desktop,300
23497,104,2015-01-11,desktop,500
23498,148,2014-11-04,desktop,600
23499,176,2018-06-10,desktop,500
23500,52,2015-02-14,desktop,500
23501,70,2010-08-18,desktop,300
23502,125,2019-11-17,desktop,700
23503,148,2011-02-15,desktop,200
23504,92,2021-02-05,desktop,100
23505,71,2019-03-05,mobile,400
23506,193,2016-08-09,mobile,200
23507,52,2019-08-11,desktop,800
23508,167,2014-09-25,mobile,800
23509,117,2014-12-14,mobile,200
23510,86,2010-10-15,desktop,400
23511,190,2019-08-11,desktop,900
23512,4,2012-07-07,mobile,900
23513,69,2010-12-14,mobile,200
23514,131,2021-07-12,mobile,200
23515,171,2021-10-22,desktop,700
23516,186,2010-01-20,desktop,400
23517,184,2020-10-03,desktop,800
23518,131,2018-06-09,mobile,400
23519,83,2012-09-19,desktop,800
23520,135,2019-12-23,mobile,100
23521,150,2017-11-26,desktop,900
23522,47,2016-01-20,desktop,700
23523,44,2019-09-11,mobile,700
23524,11,2019-07-30,desktop,700
23525,80,2021-12-22,desktop,300
23526,140,2013-12-05,mobile,700
23527,185,2015-06-22,desktop,700
23528,136,2018-11-26,mobile,200
23529,158,2013-01-28,desktop,700
23530,44,2011-02-03,mobile,300
23531,34,2015-01-01,desktop,300
23532,108,2017-12-06,mobile,400
23533,157,2019-07-08,desktop,100
23534,164,2010-05-22,mobile,200
23535,68,2015-12-02,desktop,500
23536,69,2022-07-24,mobile,300
23537,85,2016-01-24,desktop,800
23538,192,2010-02-07,mobile,100
23539,170,2018-09-12,mobile,200
23540,62,2017-01-02,desktop,700
23541,144,2012-08-18,mobile,400
23542,104,2020-07-13,desktop,600
23543,70,2018-02-27,mobile,400
23544,132,2014-01-21,desktop,800
23545,92,2020-11-29,mobile,900
23546,90,2019-07-28,mobile,200
23547,125,2019-10-06,mobile,800
23548,22,2017-05-19,desktop,900
23549,29,2016-08-04,mobile,800
23550,161,2010-07-19,mobile,400
23551,59,2012-06-14,desktop,700
23552,114,2012-06-08,desktop,100
23553,15,2022-08-10,mobile,300
23554,82,2013-11-29,mobile,400
23555,122,2013-05-14,mobile,900
23556,128,2020-03-31,desktop,300
23557,154,2015-03-20,mobile,300
23558,65,2014-11-04,mobile,800
23559,184,2022-06-15,desktop,100
23560,29,2014-04-22,desktop,100
23561,72,2022-02-08,mobile,700
23562,101,2011-10-06,mobile,600
23563,51,2013-09-22,desktop,100
23564,89,2022-01-09,desktop,500
23565,96,2010-01-17,desktop,900
23566,29,2021-05-30,desktop,800
23567,119,2018-04-08,desktop,100
23568,72,2017-02-15,desktop,700
23569,8,2018-01-08,mobile,700
23570,12,2016-08-05,desktop,300
23571,184,2022-04-05,mobile,500
23572,130,2011-10-14,desktop,700
23573,26,2020-07-26,desktop,500
23574,180,2018-11-13,mobile,500
23575,105,2011-10-27,mobile,200
23576,58,2017-06-11,desktop,200
23577,123,2014-09-25,desktop,300
23578,182,2014-06-21,mobile,300
23579,2,2010-04-02,mobile,800
23580,199,2016-12-01,desktop,300
23581,81,2018-02-21,mobile,200
23582,2,2012-02-02,desktop,800
23583,75,2014-05-27,desktop,700
23584,140,2020-11-19,desktop,500
23585,61,2013-09-09,desktop,500
23586,19,2022-12-03,desktop,200
23587,111,2020-11-04,mobile,400
23588,43,2018-06-08,mobile,600
23589,135,2011-09-25,mobile,300
23590,75,2011-03-26,desktop,900
23591,35,2010-08-01,mobile,800
23592,69,2010-07-16,mobile,200
23593,3,2021-08-30,mobile,600
23594,49,2011-09-05,mobile,500
23595,57,2018-06-20,desktop,800
23596,153,2015-05-08,desktop,700
23597,42,2015-06-06,desktop,900
23598,179,2016-08-27,mobile,500
23599,132,2020-05-09,desktop,200
23600,145,2014-08-27,desktop,800
23601,35,2012-01-17,mobile,900
23602,79,2017-10-27,mobile,300
23603,189,2020-03-08,desktop,300
23604,37,2010-05-22,desktop,800
23605,180,2013-07-07,mobile,500
23606,167,2016-12-12,desktop,800
23607,93,2016-12-27,desktop,700
23608,17,2010-05-10,mobile,200
23609,3,2021-01-10,desktop,600
23610,59,2022-03-05,mobile,300
23611,170,2012-11-30,desktop,300
23612,135,2018-07-14,desktop,700
23613,98,2021-06-07,mobile,100
23614,184,2017-07-24,desktop,600
23615,81,2014-04-03,mobile,900
23616,21,2021-10-22,mobile,100
23617,108,2016-12-12,mobile,900
23618,182,2017-09-04,desktop,100
23619,157,2021-10-22,desktop,300
23620,116,2022-06-29,mobile,500
23621,6,2022-05-04,desktop,400
23622,134,2018-08-30,desktop,100
23623,52,2017-11-18,mobile,400
23624,95,2021-07-24,desktop,900
23625,30,2011-11-29,mobile,900
23626,128,2013-01-11,desktop,900
23627,27,2016-08-29,mobile,700
23628,49,2016-04-06,mobile,400
23629,198,2015-06-07,mobile,900
23630,116,2013-11-03,desktop,300
23631,22,2021-07-26,desktop,400
23632,146,2020-09-02,desktop,200
23633,150,2013-04-08,desktop,700
23634,9,2014-01-14,desktop,700
23635,19,2012-08-03,mobile,600
23636,158,2013-08-30,desktop,900
23637,113,2019-05-25,desktop,200
23638,50,2022-05-05,mobile,300
23639,199,2022-04-16,mobile,400
23640,190,2019-04-18,mobile,100
23641,30,2022-04-27,desktop,500
23642,63,2015-01-13,desktop,300
23643,191,2011-07-03,mobile,900
23644,63,2022-01-09,desktop,900
23645,191,2010-02-12,mobile,300
23646,70,2015-10-08,desktop,900
23647,169,2021-12-16,mobile,100
23648,153,2010-01-20,desktop,700
23649,99,2022-10-25,mobile,200
23650,194,2018-06-30,mobile,400
23651,97,2012-03-09,desktop,600
23652,165,2022-02-18,desktop,300
23653,8,2011-07-15,desktop,900
23654,122,2012-01-20,desktop,200
23655,30,2011-12-30,desktop,900
23656,198,2021-08-27,desktop,100
23657,29,2018-03-08,mobile,600
23658,79,2014-10-15,mobile,600
23659,90,2011-12-27,desktop,400
23660,41,2011-12-04,desktop,500
23661,22,2021-09-05,mobile,800
23662,39,2011-11-12,mobile,600
23663,64,2022-08-11,mobile,900
23664,63,2020-08-24,desktop,400
23665,106,2014-10-17,desktop,300
23666,200,2017-07-18,mobile,200
23667,192,2016-01-22,mobile,600
23668,115,2017-12-27,desktop,300
23669,190,2012-11-01,mobile,400
23670,63,2014-04-23,mobile,700
23671,118,2014-04-06,mobile,600
23672,63,2013-06-25,mobile,300
23673,35,2015-03-11,desktop,200
23674,146,2015-11-30,desktop,500
23675,159,2019-03-02,mobile,300
23676,141,2018-05-07,mobile,500
23677,170,2021-05-29,desktop,800
23678,50,2017-06-10,desktop,500
23679,155,2020-04-13,mobile,200
23680,61,2021-02-19,mobile,900
23681,84,2011-01-31,mobile,100
23682,144,2013-04-03,mobile,200
23683,26,2018-03-30,desktop,100
23684,13,2021-05-03,mobile,900
23685,63,2011-05-21,desktop,100
23686,111,2015-06-11,desktop,600
23687,45,2016-06-23,desktop,700
23688,40,2021-10-10,desktop,100
23689,27,2021-03-30,desktop,500
23690,130,2022-04-20,mobile,200
23691,198,2019-05-23,desktop,600
23692,16,2017-12-28,mobile,400
23693,86,2012-03-02,desktop,700
23694,38,2019-12-17,mobile,700
23695,118,2020-06-03,mobile,500
23696,77,2017-06-19,desktop,200
23697,42,2018-05-03,desktop,500
23698,6,2019-10-28,desktop,600
23699,199,2012-11-12,desktop,200
23700,13,2012-01-27,mobile,200
23701,157,2013-08-04,mobile,900
23702,26,2015-12-02,mobile,100
23703,76,2018-12-23,mobile,500
23704,95,2015-12-28,mobile,900
23705,111,2014-02-18,desktop,100
23706,195,2010-05-16,mobile,500
23707,179,2021-02-26,mobile,100
23708,19,2021-11-12,mobile,400
23709,135,2019-07-27,mobile,200
23710,9,2022-05-15,mobile,200
23711,10,2013-05-07,mobile,700
23712,130,2022-08-18,mobile,400
23713,21,2013-02-04,desktop,900
23714,159,2013-07-17,desktop,500
23715,14,2015-07-08,mobile,900
23716,99,2021-01-05,desktop,700
23717,183,2011-03-16,mobile,300
23718,36,2010-04-11,desktop,200
23719,106,2020-02-19,mobile,100
23720,64,2018-07-06,mobile,900
23721,191,2014-12-08,mobile,600
23722,92,2022-05-31,mobile,900
23723,183,2020-10-23,desktop,400
23724,174,2021-11-27,desktop,900
23725,78,2011-05-07,mobile,700
23726,197,2013-07-20,desktop,900
23727,26,2011-05-11,desktop,400
23728,195,2021-01-04,mobile,700
23729,19,2019-11-06,mobile,600
23730,86,2010-10-31,desktop,800
23731,137,2015-01-03,desktop,200
23732,62,2011-07-12,desktop,200
23733,98,2019-01-25,desktop,400
23734,82,2013-11-01,mobile,100
23735,53,2011-12-10,desktop,500
23736,34,2015-10-29,mobile,300
23737,113,2012-05-22,mobile,200
23738,196,2014-02-27,desktop,100
23739,112,2019-01-06,mobile,300
23740,75,2019-01-07,desktop,800
23741,29,2015-09-28,desktop,300
23742,111,2022-05-28,mobile,500
23743,173,2010-03-02,mobile,800
23744,115,2017-09-18,mobile,100
23745,167,2010-02-01,desktop,500
23746,119,2012-09-05,desktop,500
23747,91,2017-01-16,desktop,200
23748,185,2011-09-29,mobile,200
23749,179,2014-06-18,desktop,800
23750,109,2015-09-15,desktop,800
23751,124,2014-05-04,mobile,100
23752,20,2014-08-26,desktop,200
23753,79,2019-11-03,mobile,900
23754,47,2019-08-18,desktop,600
23755,164,2012-02-01,desktop,300
23756,105,2018-07-17,desktop,100
23757,71,2016-11-06,desktop,600
23758,57,2022-01-12,mobile,100
23759,123,2014-01-15,mobile,200
23760,152,2014-01-09,mobile,100
23761,20,2020-03-06,desktop,500
23762,90,2018-05-20,desktop,200
23763,75,2018-11-14,mobile,100
23764,106,2010-05-12,desktop,400
23765,123,2015-10-30,desktop,300
23766,41,2013-05-17,mobile,100
23767,65,2021-04-02,mobile,700
23768,62,2018-11-19,mobile,800
23769,6,2022-01-16,desktop,900
23770,27,2010-05-07,mobile,600
23771,85,2019-09-24,mobile,600
23772,197,2015-09-20,mobile,400
23773,24,2016-07-30,desktop,100
23774,171,2019-01-27,desktop,900
23775,157,2019-02-02,mobile,100
23776,77,2016-05-01,desktop,600
23777,197,2014-01-07,mobile,700
23778,137,2012-02-15,mobile,600
23779,83,2018-11-02,mobile,800
23780,175,2015-02-01,mobile,800
23781,12,2022-08-12,mobile,700
23782,116,2021-05-26,mobile,500
23783,86,2020-02-03,desktop,100
23784,4,2010-05-29,mobile,400
23785,176,2015-12-25,mobile,800
23786,189,2011-11-18,desktop,500
23787,191,2015-02-27,mobile,100
23788,178,2022-04-15,mobile,300
23789,98,2011-06-13,mobile,500
23790,196,2019-08-19,desktop,600
23791,147,2021-06-23,desktop,500
23792,103,2012-10-11,desktop,100
23793,35,2017-09-29,mobile,200
23794,88,2015-12-21,desktop,700
23795,81,2015-11-30,desktop,200
23796,19,2013-10-16,mobile,100
23797,50,2015-07-11,desktop,900
23798,34,2021-06-23,mobile,100
23799,169,2015-06-17,desktop,800
23800,29,2010-05-17,mobile,200
23801,62,2017-04-13,mobile,400
23802,153,2019-10-30,mobile,300
23803,36,2020-02-02,desktop,200
23804,189,2015-05-01,desktop,900
23805,126,2018-10-11,desktop,500
23806,1,2017-03-29,desktop,600
23807,35,2017-05-14,mobile,900
23808,12,2010-07-14,mobile,400
23809,42,2017-07-26,desktop,300
23810,200,2018-10-29,mobile,700
23811,89,2013-01-21,mobile,100
23812,117,2017-07-02,desktop,100
23813,163,2015-12-28,mobile,400
23814,49,2017-03-02,desktop,400
23815,190,2015-04-05,desktop,900
23816,3,2015-08-19,desktop,200
23817,37,2010-01-06,mobile,200
23818,12,2014-03-19,mobile,800
23819,154,2014-01-31,desktop,400
23820,50,2017-04-09,mobile,700
23821,40,2013-06-23,desktop,200
23822,66,2017-05-12,desktop,400
23823,44,2013-08-05,mobile,100
23824,70,2014-03-11,mobile,500
23825,184,2015-09-04,mobile,500
23826,145,2013-12-26,mobile,600
23827,104,2010-01-27,mobile,200
23828,50,2022-09-18,mobile,100
23829,157,2012-09-23,mobile,300
23830,92,2011-08-06,mobile,500
23831,140,2016-10-25,mobile,500
23832,32,2019-08-24,mobile,500
23833,149,2010-01-15,mobile,500
23834,73,2019-08-15,desktop,600
23835,135,2015-11-12,mobile,500
23836,42,2021-04-06,desktop,300
23837,109,2012-11-08,mobile,500
23838,190,2019-04-01,desktop,900
23839,143,2014-04-26,desktop,800
23840,38,2010-01-23,desktop,300
23841,149,2018-08-27,mobile,900
23842,6,2016-06-09,mobile,800
23843,173,2015-08-27,desktop,500
23844,36,2018-11-16,desktop,200
23845,159,2021-08-07,mobile,500
23846,86,2012-07-26,desktop,300
23847,22,2020-03-17,desktop,100
23848,48,2010-05-09,desktop,500
23849,11,2010-08-28,desktop,700
23850,139,2011-01-12,mobile,100
23851,69,2018-12-09,mobile,100
23852,61,2011-07-15,desktop,200
23853,72,2021-10-27,mobile,500
23854,163,2014-05-12,mobile,300
23855,38,2011-06-13,desktop,300
23856,89,2020-09-08,desktop,200
23857,3,2022-04-12,mobile,300
23858,181,2022-02-12,desktop,900
23859,118,2013-07-06,desktop,500
23860,65,2022-12-25,desktop,200
23861,92,2021-07-24,mobile,200
23862,64,2019-08-02,mobile,900
23863,74,2011-09-27,mobile,800
23864,10,2012-04-15,mobile,700
23865,86,2014-10-30,mobile,300
23866,106,2017-02-11,mobile,200
23867,105,2013-04-25,mobile,500
23868,124,2017-11-05,desktop,200
23869,2,2014-09-30,mobile,700
23870,156,2010-01-12,mobile,500
23871,171,2018-07-05,desktop,500
23872,65,2019-10-25,mobile,500
23873,191,2012-05-10,desktop,300
23874,184,2022-05-31,mobile,200
23875,52,2014-02-22,mobile,200
23876,62,2011-12-09,desktop,400
23877,77,2022-08-12,mobile,300
23878,44,2013-04-28,mobile,300
23879,173,2013-07-21,desktop,300
23880,121,2013-07-30,desktop,500
23881,177,2010-02-10,desktop,100
23882,118,2015-04-22,desktop,800
23883,99,2010-05-22,mobile,700
23884,149,2020-04-23,desktop,500
23885,68,2012-04-02,desktop,200
23886,154,2016-06-26,mobile,800
23887,91,2010-03-15,desktop,500
23888,59,2010-05-23,desktop,900
23889,21,2018-08-09,mobile,500
23890,17,2022-12-27,desktop,900
23891,104,2022-07-12,desktop,100
23892,107,2012-04-25,mobile,800
23893,62,2018-07-04,mobile,200
23894,108,2011-02-03,desktop,800
23895,120,2014-12-27,desktop,500
23896,54,2010-04-16,desktop,700
23897,105,2020-02-10,desktop,300
23898,65,2021-09-30,desktop,300
23899,39,2020-12-09,mobile,400
23900,164,2020-02-23,desktop,300
23901,79,2022-08-02,mobile,200
23902,195,2022-07-25,desktop,200
23903,164,2020-03-05,mobile,600
23904,155,2020-03-25,desktop,200
23905,36,2013-08-17,desktop,900
23906,34,2020-04-07,mobile,400
23907,10,2011-07-26,mobile,800
23908,146,2010-12-28,desktop,500
23909,179,2011-08-24,mobile,200
23910,92,2022-02-20,mobile,600
23911,195,2020-11-28,mobile,400
23912,129,2016-10-23,mobile,600
23913,190,2011-04-20,mobile,200
23914,29,2016-08-16,mobile,800
23915,28,2020-12-24,mobile,500
23916,176,2022-11-13,desktop,500
23917,132,2014-04-22,mobile,600
23918,38,2011-04-20,desktop,100
23919,120,2018-01-03,mobile,700
23920,54,2013-01-13,mobile,200
23921,96,2021-05-14,mobile,900
23922,19,2017-10-11,desktop,200
23923,58,2018-10-18,desktop,400
23924,123,2014-06-05,mobile,900
23925,119,2021-06-06,desktop,800
23926,56,2015-04-21,desktop,300
23927,44,2011-05-31,desktop,600
23928,61,2013-07-06,desktop,900
23929,126,2019-05-16,mobile,400
23930,153,2010-08-20,mobile,900
23931,91,2020-12-06,desktop,700
23932,42,2021-05-25,mobile,300
23933,132,2013-12-13,mobile,300
23934,101,2011-04-22,mobile,500
23935,7,2012-02-13,desktop,100
23936,104,2012-07-18,mobile,500
23937,19,2021-12-07,desktop,100
23938,41,2014-07-25,mobile,500
23939,136,2012-09-10,desktop,600
23940,186,2017-09-29,mobile,300
23941,85,2016-06-11,mobile,900
23942,121,2012-12-23,desktop,900
23943,187,2015-06-13,desktop,800
23944,115,2015-11-02,desktop,100
23945,75,2011-05-16,desktop,300
23946,21,2018-01-02,desktop,300
23947,15,2015-03-25,desktop,800
23948,197,2010-08-18,desktop,800
23949,94,2021-12-11,desktop,700
23950,149,2019-01-07,mobile,200
23951,193,2017-08-27,desktop,400
23952,171,2014-08-02,desktop,300
23953,184,2016-04-24,desktop,900
23954,82,2019-02-06,mobile,100
23955,7,2020-03-18,mobile,400
23956,129,2011-04-27,desktop,100
23957,72,2012-10-13,mobile,700
23958,52,2016-06-20,mobile,500
23959,91,2018-06-10,mobile,800
23960,122,2018-01-26,desktop,300
23961,101,2010-10-24,mobile,300
23962,165,2020-03-11,mobile,800
23963,34,2010-10-23,mobile,800
23964,97,2012-10-20,mobile,800
23965,44,2020-05-20,desktop,300
23966,197,2016-04-24,mobile,500
23967,171,2016-09-30,mobile,700
23968,180,2018-12-25,desktop,100
23969,184,2022-04-25,mobile,200
23970,11,2011-02-26,mobile,800
23971,44,2012-06-28,desktop,200
23972,180,2018-11-30,desktop,300
23973,102,2013-04-22,desktop,200
23974,136,2011-09-16,mobile,200
23975,64,2014-07-18,desktop,700
23976,156,2020-03-30,desktop,600
23977,154,2010-07-11,desktop,100
23978,107,2010-12-28,mobile,200
23979,107,2012-10-21,mobile,600
23980,81,2022-02-21,desktop,600
23981,62,2022-05-29,desktop,200
23982,139,2019-02-17,mobile,500
23983,131,2012-04-05,desktop,800
23984,61,2012-06-03,mobile,100
23985,63,2018-01-13,mobile,200
23986,109,2010-09-19,desktop,600
23987,28,2020-08-18,mobile,900
23988,112,2021-10-14,desktop,900
23989,186,2014-12-15,mobile,700
23990,46,2016-05-16,desktop,500
23991,73,2010-05-25,desktop,700
23992,107,2022-09-20,mobile,300
23993,98,2010-12-28,desktop,500
23994,174,2013-10-01,mobile,200
23995,36,2017-09-22,desktop,200
23996,14,2015-10-10,desktop,200
23997,112,2016-09-18,desktop,400
23998,178,2012-11-05,desktop,300
23999,11,2019-04-15,desktop,900
24000,129,2017-10-08,desktop,700
24001,53,2011-05-17,mobile,900
24002,172,2016-07-15,mobile,100
24003,153,2022-10-24,desktop,100
24004,162,2018-01-11,desktop,200
24005,173,2015-04-27,desktop,800
24006,199,2010-06-02,desktop,300
24007,179,2018-09-13,mobile,400
24008,193,2013-06-25,desktop,100
24009,16,2011-02-22,desktop,300
24010,127,2010-01-20,desktop,500
24011,187,2021-08-15,desktop,600
24012,93,2016-09-11,desktop,400
24013,44,2010-08-18,desktop,500
24014,164,2015-03-11,mobile,700
24015,121,2013-12-13,desktop,400
24016,53,2022-12-09,desktop,400
24017,10,2019-04-16,desktop,600
24018,90,2018-11-18,desktop,700
24019,125,2013-05-18,desktop,600
24020,130,2014-01-08,mobile,500
24021,156,2018-01-10,desktop,900
24022,130,2010-08-29,desktop,100
24023,29,2021-09-29,mobile,400
24024,38,2011-06-13,mobile,600
24025,36,2015-03-10,mobile,300
24026,164,2021-02-27,mobile,500
24027,169,2011-12-14,mobile,200
24028,139,2022-02-23,desktop,700
24029,194,2014-09-25,mobile,200
24030,119,2021-03-18,mobile,600
24031,40,2013-02-01,desktop,800
24032,163,2015-03-02,mobile,600
24033,154,2021-12-04,mobile,500
24034,29,2011-07-22,desktop,400
24035,57,2014-08-21,mobile,500
24036,170,2016-06-14,desktop,700
24037,78,2015-08-19,desktop,500
24038,161,2015-05-20,mobile,600
24039,5,2016-04-18,desktop,400
24040,159,2020-01-03,mobile,600
24041,119,2014-02-04,mobile,200
24042,139,2012-12-13,mobile,300
24043,3,2014-11-22,desktop,200
24044,55,2017-08-28,mobile,800
24045,171,2011-11-11,mobile,900
24046,2,2017-05-03,desktop,400
24047,144,2017-10-04,mobile,700
24048,99,2022-11-22,desktop,500
24049,198,2014-01-17,mobile,500
24050,15,2022-02-02,desktop,600
24051,197,2014-11-09,desktop,400
24052,121,2011-06-11,mobile,500
24053,30,2017-09-09,desktop,400
24054,72,2015-08-19,mobile,800
24055,25,2015-06-22,mobile,800
24056,41,2012-07-04,desktop,500
24057,120,2012-09-19,mobile,500
24058,144,2017-11-25,desktop,700
24059,31,2015-02-04,mobile,400
24060,78,2017-06-12,desktop,800
24061,157,2020-07-22,mobile,900
24062,108,2014-07-04,mobile,300
24063,44,2016-09-08,desktop,300
24064,198,2017-11-10,desktop,900
24065,167,2016-07-29,desktop,700
24066,46,2012-07-25,mobile,800
24067,30,2011-02-19,desktop,800
24068,29,2019-10-23,mobile,300
24069,90,2014-05-31,mobile,700
24070,8,2014-07-13,desktop,300
24071,157,2011-08-28,desktop,300
24072,47,2022-08-09,mobile,200
24073,69,2011-04-06,desktop,200
24074,69,2019-01-03,mobile,500
24075,62,2018-03-31,desktop,800
24076,159,2011-04-23,desktop,500
24077,183,2022-05-13,desktop,500
24078,189,2013-07-22,desktop,900
24079,88,2011-03-08,desktop,500
24080,37,2019-02-23,mobile,800
24081,84,2016-11-21,mobile,800
24082,11,2018-05-10,mobile,100
24083,41,2012-11-22,mobile,400
24084,181,2022-10-21,mobile,300
24085,66,2022-01-07,mobile,400
24086,21,2013-09-30,desktop,500
24087,9,2015-02-01,mobile,100
24088,16,2020-12-05,mobile,400
24089,187,2012-10-14,desktop,300
24090,104,2018-09-25,desktop,700
24091,124,2013-12-21,mobile,900
24092,168,2019-09-03,desktop,900
24093,70,2019-08-18,desktop,500
24094,133,2011-12-04,mobile,700
24095,8,2021-11-17,mobile,200
24096,66,2014-08-18,mobile,500
24097,109,2021-01-12,desktop,900
24098,194,2014-09-20,desktop,200
24099,158,2011-06-25,desktop,400
24100,12,2017-12-28,desktop,600
24101,149,2014-12-21,desktop,500
24102,53,2014-07-05,desktop,100
24103,53,2013-01-28,mobile,500
24104,44,2020-05-15,desktop,100
24105,70,2010-06-26,mobile,500
24106,45,2019-05-13,mobile,500
24107,48,2012-06-09,mobile,400
24108,180,2014-09-09,mobile,600
24109,94,2022-01-31,mobile,700
24110,19,2014-07-04,desktop,200
24111,23,2015-05-08,desktop,300
24112,171,2016-08-31,mobile,600
24113,13,2021-01-27,desktop,700
24114,103,2017-05-10,desktop,700
24115,142,2018-05-17,desktop,300
24116,139,2017-07-21,mobile,500
24117,144,2019-09-13,desktop,200
24118,23,2010-03-12,mobile,100
24119,199,2016-09-18,desktop,700
24120,185,2020-05-03,mobile,600
24121,102,2014-02-12,desktop,100
24122,21,2018-05-19,desktop,800
24123,188,2016-09-17,mobile,500
24124,74,2015-09-04,mobile,700
24125,1,2018-02-12,desktop,800
24126,67,2015-08-10,desktop,300
24127,120,2017-06-20,desktop,800
24128,157,2011-07-14,desktop,100
24129,85,2020-06-12,mobile,300
24130,123,2010-02-09,mobile,100
24131,130,2011-06-30,mobile,500
24132,173,2016-10-12,desktop,200
24133,47,2014-09-14,mobile,600
24134,84,2018-06-11,desktop,800
24135,198,2020-06-24,mobile,100
24136,49,2017-07-18,mobile,300
24137,68,2014-10-09,desktop,500
24138,35,2018-04-24,desktop,200
24139,105,2013-01-30,mobile,900
24140,95,2010-07-13,desktop,700
24141,132,2013-06-09,desktop,700
