,caller_id,recipient_id,date
17254,485158,96077,2022-12-06
17255,372016,462496,2022-08-25
17256,25942,183513,2022-12-11
17257,201802,32448,2022-06-08
17258,406779,282506,2022-04-20
17259,65602,315520,2022-01-17
17260,53917,217520,2022-05-03
17261,213419,333257,2022-01-28
17262,212785,268674,2022-12-26
17263,417159,126373,2022-03-11
17264,129453,430633,2022-04-29
17265,80401,332880,2022-09-22
17266,398801,90825,2022-03-06
17267,294473,89871,2022-04-30
17268,7548,130940,2022-07-03
17269,229267,195570,2022-05-04
17270,235347,14861,2022-03-25
17271,121620,179171,2022-06-01
17272,446437,471323,2022-01-08
17273,742,264502,2022-01-30
17274,285770,229726,2022-12-02
17275,184817,493459,2022-06-17
17276,116486,226970,2022-08-24
17277,447725,484624,2022-06-12
17278,25685,302636,2022-04-10
17279,458950,498381,2022-10-29
17280,83811,418065,2022-12-04
17281,278486,176834,2022-09-07
17282,346694,354788,2022-08-14
17283,8317,30497,2022-01-01
17284,201703,85674,2022-06-07
17285,395826,400230,2022-12-11
17286,131201,67959,2022-12-27
17287,463806,349035,2022-06-03
17288,494877,93365,2022-08-25
17289,490926,220504,2022-11-24
17290,287467,247068,2022-07-18
17291,20964,467210,2022-02-24
17292,117097,100003,2022-05-26
17293,236919,380994,2022-03-01
17294,114455,137769,2022-03-23
17295,311132,159804,2022-02-23
17296,16221,330019,2022-04-21
17297,56324,148439,2022-02-27
17298,425256,391101,2022-10-13
17299,386469,52920,2022-05-15
17300,309094,175507,2022-07-21
17301,134911,41,2022-11-04
17302,20446,223066,2022-05-31
17303,33068,437221,2022-07-23
17304,229388,205325,2022-10-26
17305,156064,361104,2022-09-25
17306,234931,398448,2022-07-25
17307,239206,467734,2022-10-12
17308,481315,147514,2022-05-16
17309,416458,388866,2022-04-11
17310,180900,257538,2022-04-14
17311,13076,494347,2022-04-30
17312,58717,25720,2022-10-29
17313,26049,474216,2022-06-13
17314,219552,92398,2022-02-27
17315,273603,296620,2022-08-28
17316,360193,368755,2022-02-19
17317,25309,404162,2022-03-13
17318,5303,301551,2022-12-13
17319,218117,112137,2022-05-02
17320,31622,34143,2022-01-26
17321,211567,174086,2022-12-02
17322,433670,369824,2022-08-02
17323,249072,437795,2022-02-26
17324,175338,292062,2022-10-01
17325,456411,289292,2022-06-14
17326,359886,228589,2022-01-08
17327,295739,121059,2022-04-03
17328,439131,290537,2022-04-13
17329,244389,320652,2022-11-12
17330,181041,345410,2022-10-01
17331,420020,458049,2022-01-20
17332,217541,285609,2022-11-26
17333,366960,22424,2022-03-01
17334,7013,369843,2022-02-20
17335,160564,488567,2022-07-09
17336,36130,254120,2022-11-27
17337,214761,25374,2022-05-06
17338,6545,37716,2022-08-12
17339,2039,420401,2022-05-25
17340,231784,427416,2022-02-02
17341,132315,15107,2022-05-31
17342,286026,472636,2022-07-05
17343,283091,122586,2022-07-03
17344,95926,26123,2022-01-10
17345,129877,465112,2022-03-23
17346,337421,19805,2022-09-28
17347,35001,35085,2022-01-26
17348,119997,370065,2022-12-01
17349,403176,410426,2022-11-13
17350,352271,323535,2022-09-27
17351,370475,290466,2022-02-04
17352,408865,111907,2022-11-30
17353,374276,13546,2022-10-18
17354,106529,386596,2022-05-27
17355,63973,482415,2022-05-18
17356,100782,487494,2022-08-05
17357,427845,116133,2022-09-18
17358,282364,123262,2022-06-19
17359,438847,404176,2022-02-18
17360,325620,403842,2022-11-27
17361,117741,305619,2022-02-22
17362,288423,147877,2022-09-22
17363,114369,330865,2022-07-30
17364,482861,185906,2022-05-22
17365,407536,113990,2022-04-12
17366,353714,169666,2022-08-07
17367,28264,272854,2022-03-05
17368,419614,425497,2022-12-11
17369,27422,343102,2022-04-12
17370,329353,226959,2022-10-26
17371,205128,212619,2022-06-19
17372,397665,313329,2022-04-20
17373,158076,446194,2022-09-09
17374,191159,253307,2022-09-16
17375,381801,296907,2022-11-05
17376,186434,297089,2022-04-26
17377,438353,473620,2022-05-18
17378,72491,96980,2022-11-09
17379,130637,184037,2022-10-01
17380,49684,283591,2022-01-28
17381,143540,386968,2022-04-20
17382,300926,82308,2022-05-11
17383,264489,120963,2022-09-23
17384,53823,331889,2022-04-30
17385,427237,158442,2022-11-27
17386,325115,409882,2022-05-02
17387,245998,226603,2022-12-24
17388,339382,483681,2022-04-29
17389,315419,149828,2022-11-25
17390,24626,151975,2022-08-29
17391,365181,142386,2022-11-14
17392,19076,489561,2022-03-26
17393,483878,156604,2022-09-22
17394,335451,344676,2022-09-10
17395,205168,317209,2022-03-16
17396,164649,482592,2022-04-09
17397,491611,350470,2022-08-23
17398,213609,479562,2022-10-05
17399,449278,389439,2022-06-20
17400,337344,330171,2022-06-22
17401,849,192174,2022-02-20
17402,62821,222050,2022-09-05
17403,291081,475527,2022-09-24
17404,241689,49514,2022-12-03
17405,458827,364511,2022-11-12
17406,41344,12981,2022-12-25
17407,305008,397329,2022-09-04
17408,214031,162361,2022-11-19
17409,484124,240195,2022-02-15
17410,341922,270715,2022-10-07
17411,472224,216172,2022-08-26
17412,479324,27429,2022-12-02
17413,323417,369888,2022-02-04
17414,48819,242353,2022-04-24
17415,173493,426638,2022-02-25
17416,280734,357414,2022-10-02
17417,498617,238811,2022-06-16
17418,168078,289200,2022-01-17
17419,297232,100557,2022-05-04
17420,306647,131110,2022-09-21
17421,344802,157929,2022-09-24
17422,84159,370230,2022-05-31
17423,47373,330832,2022-08-23
17424,255164,281914,2022-03-01
17425,94739,403278,2022-04-24
17426,499640,57854,2022-07-08
17427,146008,235107,2022-02-25
17428,484313,379461,2022-01-03
17429,127578,25359,2022-03-29
17430,196218,165216,2022-12-09
17431,248003,339819,2022-10-30
17432,285060,159618,2022-03-29
17433,23571,48128,2022-12-28
17434,274084,404419,2022-07-22
17435,277442,434470,2022-12-22
17436,481848,229044,2022-10-11
17437,428256,335325,2022-12-19
17438,146130,79318,2022-06-05
17439,124755,409584,2022-03-04
17440,496543,467753,2022-07-26
17441,326948,52851,2022-08-23
17442,472564,351727,2022-02-21
17443,252712,358919,2022-01-19
17444,129450,198762,2022-03-14
17445,67356,204182,2022-02-21
17446,320313,133145,2022-03-26
17447,8989,247180,2022-02-17
17448,172727,262424,2022-04-12
17449,62110,417153,2022-01-04
17450,351977,148577,2022-04-22
17451,180275,346675,2022-11-20
17452,249190,479948,2022-07-11
17453,255204,259665,2022-08-18
17454,256148,327817,2022-11-29
17455,379557,488647,2022-06-01
17456,12954,140972,2022-03-29
17457,127294,303687,2022-08-16
17458,202448,435910,2022-12-04
17459,463367,285452,2022-10-15
17460,35209,378412,2022-11-25
17461,22045,412361,2022-02-05
17462,282705,236551,2022-09-30
17463,207678,470498,2022-02-09
17464,132665,459710,2022-12-16
17465,83259,455735,2022-07-08
17466,315171,345647,2022-04-19
17467,234264,299648,2022-12-31
17468,197016,337224,2022-01-21
17469,352245,316969,2022-07-11
17470,38539,484950,2022-06-27
17471,229591,118214,2022-07-02
17472,488670,97563,2022-03-03
17473,435718,20007,2022-11-13
17474,303680,415563,2022-01-09
17475,415499,253841,2022-05-26
17476,489795,211885,2022-10-09
17477,207875,96667,2022-07-23
17478,289042,392410,2022-12-21
17479,35985,389606,2022-05-22
17480,444916,209322,2022-12-02
17481,46662,273099,2022-01-01
17482,184151,21815,2022-07-30
17483,135854,480629,2022-02-23
17484,324541,219274,2022-06-08
17485,261323,129870,2022-08-30
17486,41965,60525,2022-05-21
17487,26623,479522,2022-06-06
17488,174716,38485,2022-10-05
17489,414438,164511,2022-09-04
17490,419015,315386,2022-09-04
17491,314350,150069,2022-02-05
17492,304650,488107,2022-05-12
17493,237400,45315,2022-10-07
17494,45266,192475,2022-12-10
17495,24553,272978,2022-12-11
17496,246440,156940,2022-10-29
17497,323980,10843,2022-04-07
17498,320156,163862,2022-11-07
17499,380027,404139,2022-08-27
17500,49781,235101,2022-01-01
17501,153422,330456,2022-03-18
17502,203746,224770,2022-10-31
17503,7164,225309,2022-01-20
17504,268374,317005,2022-08-13
17505,32011,430993,2022-03-07
17506,488378,189273,2022-07-21
17507,377394,428541,2022-12-19
17508,420599,4454,2022-04-18
17509,438727,172250,2022-08-27
17510,485122,376327,2022-05-24
17511,17841,407469,2022-07-12
17512,483647,181812,2022-06-26
17513,69197,471883,2022-06-09
17514,457058,143387,2022-10-27
17515,134750,462429,2022-12-09
17516,187785,13836,2022-11-10
17517,322405,67618,2022-03-14
17518,136133,295069,2022-03-21
17519,10735,472669,2022-04-05
17520,70480,275108,2022-07-13
17521,302786,7483,2022-03-10
17522,400891,374300,2022-03-11
17523,29203,417219,2022-03-25
17524,15927,204602,2022-03-05
17525,181607,491983,2022-07-07
17526,318644,84578,2022-01-16
17527,250327,392533,2022-02-02
17528,416851,77739,2022-07-09
17529,131522,454159,2022-08-21
17530,227864,342938,2022-12-02
17531,32053,123366,2022-02-06
17532,163762,427491,2022-06-01
17533,437857,391224,2022-06-03
17534,300013,32334,2022-11-25
17535,403961,123306,2022-11-16
17536,137697,151541,2022-10-31
17537,53593,228161,2022-04-30
17538,25564,256667,2022-07-24
17539,107541,155456,2022-03-23
17540,224276,288673,2022-02-26
17541,490096,169411,2022-10-24
17542,371975,223753,2022-05-31
17543,133368,112272,2022-11-04
17544,178495,200341,2022-12-02
17545,142156,73183,2022-06-08
17546,123653,367468,2022-10-27
17547,208765,148441,2022-11-21
17548,328532,350191,2022-03-22
17549,290112,376857,2022-07-23
17550,212200,173467,2022-10-08
17551,434568,412895,2022-03-28
17552,262923,267658,2022-03-22
17553,146463,425809,2022-03-04
17554,477623,315018,2022-04-18
17555,474919,72129,2022-01-12
17556,373460,279459,2022-07-21
17557,316035,141411,2022-11-06
17558,136878,480010,2022-05-01
17559,311181,118910,2022-07-14
17560,283298,124748,2022-12-21
17561,78601,16127,2022-05-17
17562,139824,166474,2022-11-13
17563,445091,445641,2022-05-26
17564,16496,264720,2022-04-14
17565,75445,144206,2022-10-23
17566,94670,121251,2022-10-15
17567,133767,142093,2022-06-23
17568,391594,206804,2022-05-16
17569,269131,421986,2022-10-20
17570,71366,209641,2022-12-22
17571,247235,424730,2022-03-25
17572,329586,12720,2022-07-21
17573,337857,410208,2022-04-19
17574,20047,30909,2022-04-03
17575,349646,173986,2022-10-07
17576,89239,381808,2022-01-23
17577,36771,311385,2022-01-12
17578,413299,52375,2022-06-02
17579,238616,121436,2022-02-17
17580,343592,26635,2022-07-27
17581,368474,52090,2022-02-03
17582,441804,267518,2022-08-11
17583,52537,125830,2022-09-16
17584,25077,312375,2022-06-26
17585,447362,200784,2022-06-14
17586,33305,214465,2022-03-15
17587,484730,194552,2022-06-12
17588,268036,473672,2022-04-24
17589,105512,403146,2022-05-25
17590,160023,125652,2022-02-28
17591,401807,468445,2022-09-10
17592,226469,467928,2022-12-26
17593,466097,319347,2022-11-29
17594,74096,18505,2022-10-25
17595,231272,10088,2022-12-14
17596,157717,54545,2022-11-14
17597,224357,232179,2022-04-14
17598,405442,148081,2022-11-19
17599,165445,466354,2022-11-23
17600,281326,411034,2022-08-06
17601,489939,223705,2022-07-08
17602,84028,447949,2022-06-29
17603,245223,51220,2022-07-17
17604,21213,467832,2022-02-13
17605,487750,49862,2022-05-11
17606,130665,162850,2022-11-11
17607,332921,298771,2022-11-19
17608,429714,59735,2022-03-20
17609,391874,52973,2022-12-17
17610,283449,487203,2022-11-26
17611,201066,135734,2022-04-12
17612,321342,189063,2022-04-30
17613,141813,35385,2022-03-03
17614,18758,152337,2022-10-02
17615,470981,321737,2022-06-11
17616,260235,21584,2022-01-27
17617,386848,370239,2022-04-01
17618,475966,294858,2022-01-14
17619,158294,381773,2022-03-27
17620,106746,49832,2022-02-28
17621,245220,7899,2022-05-07
17622,209635,466356,2022-11-03
17623,83835,313662,2022-10-29
17624,7188,158024,2022-01-11
17625,158390,28591,2022-07-15
17626,104905,25165,2022-07-23
17627,319006,236822,2022-08-10
17628,491731,60405,2022-02-01
17629,55875,138670,2022-04-07
17630,358680,290009,2022-05-19
17631,157918,40257,2022-06-29
17632,183896,303786,2022-05-30
17633,64965,455195,2022-01-12
17634,73415,299129,2022-02-17
17635,434092,353881,2022-07-06
17636,422986,123258,2022-06-21
17637,465533,75258,2022-04-23
17638,481062,256850,2022-03-28
17639,89818,442255,2022-09-30
17640,27215,471260,2022-10-16
17641,370114,141704,2022-02-28
17642,491026,213789,2022-02-26
17643,115456,72727,2022-12-03
17644,495030,80013,2022-07-30
17645,430538,494825,2022-02-22
17646,269548,461083,2022-05-12
17647,319813,351274,2022-07-23
17648,206042,305056,2022-10-09
17649,497194,176362,2022-11-25
17650,286985,311370,2022-06-11
17651,156854,176310,2022-05-15
17652,255925,257776,2022-07-28
17653,159100,58795,2022-05-19
17654,315183,20556,2022-10-07
17655,104025,433640,2022-07-12
17656,480939,398979,2022-11-21
17657,424032,333167,2022-02-21
17658,450393,401453,2022-04-04
17659,38637,419265,2022-02-13
17660,495130,329953,2022-02-28
17661,168218,448934,2022-08-23
17662,295862,62493,2022-03-04
17663,23606,67299,2022-07-04
17664,440475,222233,2022-04-25
17665,251713,205759,2022-08-21
17666,482210,253920,2022-08-24
17667,91037,4295,2022-09-29
17668,421544,459743,2022-03-19
17669,467191,361838,2022-04-02
17670,301064,107164,2022-05-10
17671,493104,361815,2022-02-26
17672,166418,461540,2022-03-05
17673,363396,428988,2022-10-15
17674,170976,490423,2022-01-16
17675,167805,36281,2022-10-01
17676,406441,302671,2022-03-05
17677,444069,394102,2022-01-02
17678,216702,108915,2022-05-02
17679,182033,475423,2022-03-14
17680,94433,368847,2022-03-24
17681,342107,256641,2022-01-31
17682,33500,494840,2022-07-16
17683,299199,218390,2022-11-01
17684,441818,50474,2022-04-03
17685,334441,370203,2022-07-20
17686,185253,173607,2022-06-04
17687,443959,398461,2022-11-26
17688,65929,120999,2022-05-01
17689,489617,122496,2022-02-02
17690,498405,97779,2022-12-12
17691,282967,140923,2022-07-09
17692,54692,206354,2022-06-09
17693,204308,11120,2022-03-04
17694,370826,87220,2022-02-10
17695,74244,53236,2022-04-25
17696,481206,162624,2022-10-03
17697,286259,413807,2022-11-01
17698,104997,2516,2022-06-02
17699,28044,103754,2022-11-04
17700,2321,318078,2022-06-27
17701,233240,340304,2022-01-08
17702,77836,210673,2022-09-17
17703,384932,184684,2022-03-09
17704,123256,167537,2022-10-16
17705,441996,225982,2022-06-17
17706,358665,318766,2022-06-12
17707,109968,230176,2022-05-23
17708,424618,218444,2022-07-28
17709,175346,211692,2022-12-21
17710,81622,234647,2022-08-12
17711,468426,24625,2022-09-14
17712,491087,492955,2022-11-14
17713,245888,138427,2022-03-28
17714,253296,474132,2022-06-12
17715,370924,149112,2022-12-25
17716,441416,140717,2022-10-24
17717,2900,282903,2022-12-01
17718,487611,201666,2022-05-11
17719,9928,67126,2022-08-06
17720,142060,256398,2022-07-26
17721,144718,351350,2022-09-21
17722,305498,151025,2022-10-22
17723,106906,11405,2022-06-25
17724,291837,224526,2022-04-12
17725,90606,460849,2022-06-16
17726,335314,427511,2022-01-14
17727,494522,114225,2022-10-19
17728,10513,74716,2022-05-23
17729,471497,314230,2022-08-28
17730,386217,155153,2022-02-08
17731,421219,269525,2022-08-20
17732,200123,88639,2022-04-30
17733,162521,419469,2022-06-28
17734,477532,322427,2022-10-28
17735,334434,182217,2022-12-30
17736,245115,19959,2022-12-24
17737,271579,346936,2022-10-28
17738,498555,118447,2022-06-20
17739,28829,206154,2022-08-03
17740,236361,215771,2022-09-23
17741,138573,179304,2022-02-10
17742,263454,93203,2022-03-02
17743,305484,91713,2022-03-31
17744,383718,8359,2022-01-09
17745,323674,19131,2022-01-20
17746,89909,404571,2022-04-26
17747,216719,142497,2022-01-01
17748,177476,150640,2022-02-16
17749,481269,116765,2022-12-22
17750,399871,256736,2022-08-30
17751,230036,351059,2022-09-28
17752,261653,120177,2022-05-28
17753,336403,388937,2022-05-16
17754,41505,448292,2022-11-29
17755,184933,20790,2022-04-19
17756,182361,318872,2022-04-08
17757,480123,486726,2022-12-22
17758,341230,399562,2022-01-29
17759,439705,118286,2022-09-27
17760,346491,273468,2022-01-17
17761,178113,130273,2022-01-11
17762,441030,26468,2022-07-20
17763,462103,364548,2022-09-14
17764,67356,122092,2022-05-21
17765,118878,179066,2022-04-15
17766,271537,294315,2022-01-09
17767,482868,165437,2022-10-01
17768,31238,334904,2022-05-25
17769,228569,154640,2022-02-15
17770,158281,368673,2022-02-13
17771,275364,224408,2022-01-22
17772,143056,428063,2022-09-27
17773,278698,194118,2022-10-26
17774,364150,471610,2022-06-27
17775,75785,286869,2022-10-03
17776,233489,134785,2022-01-25
17777,164082,383066,2022-10-06
17778,117060,34020,2022-07-21
17779,269867,433481,2022-12-02
17780,217985,290702,2022-09-22
17781,176157,271154,2022-02-22
17782,82668,216683,2022-09-02
17783,307243,202788,2022-05-01
17784,206567,121731,2022-07-01
17785,48791,195486,2022-02-14
17786,493325,394139,2022-01-17
17787,273404,134117,2022-03-03
17788,492158,40425,2022-03-21
17789,312717,49412,2022-10-27
17790,239254,130361,2022-09-01
17791,384743,189390,2022-11-19
17792,365573,483496,2022-09-19
17793,472232,106383,2022-07-25
17794,367701,451440,2022-09-07
17795,216912,459733,2022-03-28
17796,258514,366629,2022-08-14
17797,46537,284165,2022-11-30
17798,494067,180585,2022-11-30
17799,436961,370560,2022-03-03
17800,403787,73515,2022-10-23
17801,200314,408632,2022-02-07
17802,288585,304035,2022-05-26
17803,357858,401679,2022-08-20
17804,380594,493253,2022-11-12
17805,424013,206293,2022-10-07
17806,163888,386175,2022-07-21
17807,42228,94076,2022-12-28
17808,465249,265350,2022-03-25
17809,182144,491729,2022-06-28
17810,47217,315079,2022-05-13
17811,291663,152402,2022-12-18
17812,318694,257418,2022-09-24
17813,211265,386693,2022-01-14
17814,185815,363138,2022-10-26
17815,174763,39013,2022-09-30
17816,181624,475537,2022-10-19
17817,452015,305511,2022-06-24
17818,302642,37519,2022-11-07
17819,498297,480668,2022-05-22
17820,418744,463749,2022-07-27
17821,105712,476402,2022-12-18
17822,82849,86955,2022-02-03
17823,481323,470267,2022-04-27
17824,481508,137279,2022-02-22
17825,267773,386463,2022-03-05
17826,154643,235536,2022-10-27
17827,161915,456229,2022-11-08
17828,257505,380002,2022-10-29
17829,32323,473106,2022-01-27
17830,30053,256026,2022-01-30
17831,36520,329698,2022-06-27
17832,289056,147250,2022-03-08
17833,306530,495620,2022-05-14
17834,169836,120521,2022-05-30
17835,288428,177299,2022-07-29
17836,155373,458459,2022-05-16
17837,125134,178778,2022-08-19
17838,463759,113943,2022-05-28
17839,497359,19503,2022-11-23
17840,218239,158498,2022-04-07
17841,9451,56110,2022-12-12
17842,23864,398045,2022-09-04
17843,76322,437728,2022-08-28
17844,27682,48385,2022-11-20
17845,36885,295671,2022-12-31
17846,235229,359720,2022-03-25
17847,254264,306390,2022-04-22
17848,164684,323151,2022-08-03
17849,338400,383391,2022-08-28
17850,159206,126822,2022-06-11
17851,318523,190544,2022-10-26
17852,493053,391838,2022-11-22
17853,27699,334474,2022-07-04
17854,238458,296238,2022-05-24
17855,180585,42212,2022-02-13
17856,30758,118893,2022-11-17
17857,354020,337733,2022-10-04
17858,210463,413442,2022-08-07
17859,174542,164777,2022-09-02
17860,44711,289665,2022-05-16
17861,11500,160549,2022-11-03
17862,98974,231202,2022-10-10
17863,221807,104294,2022-04-29
17864,166546,278739,2022-07-18
17865,411907,462374,2022-03-19
17866,263747,389339,2022-11-04
17867,233646,220135,2022-02-11
17868,21186,307823,2022-04-27
17869,476595,52797,2022-11-15
17870,81871,37176,2022-06-26
17871,200330,113026,2022-01-14
17872,109172,247555,2022-12-30
17873,344696,26848,2022-10-26
17874,380748,30797,2022-06-02
17875,135241,199626,2022-01-05
17876,354467,307420,2022-01-20
17877,15641,485986,2022-04-04
17878,300692,319964,2022-08-20
17879,356012,416297,2022-05-06
17880,51233,193899,2022-07-21
17881,328393,468798,2022-12-04
17882,153663,44690,2022-09-18
17883,435123,382178,2022-04-06
17884,355007,291546,2022-10-10
17885,419926,214870,2022-11-18
17886,241944,180893,2022-03-04
17887,242251,395802,2022-06-10
17888,48276,423190,2022-02-07
17889,72902,51943,2022-04-16
17890,65015,155467,2022-10-09
17891,313144,123638,2022-10-15
17892,28003,302212,2022-05-15
17893,40656,79722,2022-04-05
17894,78912,263256,2022-09-29
17895,209046,447264,2022-02-20
17896,327767,298947,2022-07-23
17897,450360,129766,2022-07-10
17898,137323,345573,2022-01-06
17899,358307,475236,2022-05-12
17900,375391,223977,2022-01-17
17901,476359,50975,2022-05-12
17902,88381,431863,2022-06-10
17903,75428,235590,2022-11-01
17904,384608,98536,2022-11-11
17905,292923,13601,2022-04-15
17906,311815,64422,2022-10-02
17907,451524,216727,2022-03-09
17908,277396,488166,2022-02-05
17909,375545,275330,2022-02-17
17910,470632,42495,2022-04-22
17911,437327,452987,2022-11-04
17912,321094,419675,2022-12-11
17913,322110,91748,2022-01-14
17914,99681,319076,2022-09-22
17915,89649,310908,2022-01-17
17916,41660,30968,2022-09-21
17917,197485,244069,2022-04-08
17918,348045,338886,2022-09-05
17919,82932,119735,2022-09-30
17920,66925,18857,2022-02-15
17921,401277,244387,2022-08-31
17922,386424,417270,2022-10-26
17923,406485,20828,2022-06-24
17924,28449,300289,2022-06-19
17925,332994,174761,2022-09-07
17926,127280,113005,2022-02-21
17927,21188,444983,2022-04-05
17928,13298,369762,2022-04-09
17929,62421,190200,2022-12-30
17930,433320,405525,2022-05-14
17931,47527,134448,2022-03-04
17932,120130,324132,2022-10-29
17933,405273,252175,2022-01-01
17934,62769,91410,2022-03-30
17935,87955,360267,2022-01-14
17936,400333,271000,2022-03-09
17937,444238,1677,2022-07-19
17938,203737,260215,2022-10-11
17939,429600,193189,2022-08-08
17940,397928,125289,2022-01-28
17941,146085,1368,2022-02-19
17942,160735,31627,2022-05-22
17943,57476,477751,2022-07-25
17944,422512,456921,2022-04-21
17945,74795,274634,2022-07-10
17946,107755,23015,2022-02-20
17947,5824,371421,2022-02-24
17948,384272,258929,2022-07-10
17949,408649,317201,2022-02-27
17950,39629,295902,2022-04-09
17951,59714,467447,2022-08-05
17952,58119,161401,2022-02-27
17953,318830,121546,2022-02-23
17954,30751,40501,2022-10-07
17955,179672,487664,2022-07-06
17956,282475,331072,2022-08-13
17957,225841,256078,2022-10-18
17958,75264,486396,2022-01-05
17959,107384,16377,2022-01-01
17960,253789,111376,2022-09-26
17961,12911,239201,2022-08-20
17962,28169,185463,2022-06-21
17963,418590,234971,2022-06-03
17964,273753,32846,2022-07-08
17965,49197,25543,2022-11-12
17966,91471,232834,2022-12-15
17967,385383,444725,2022-06-08
17968,350523,449651,2022-10-06
17969,485804,329075,2022-09-05
17970,32690,144767,2022-12-30
17971,200952,135422,2022-03-10
17972,18122,448120,2022-01-19
17973,436814,61192,2022-02-26
17974,124797,261130,2022-03-14
17975,257245,78617,2022-06-30
17976,163442,332407,2022-08-15
17977,371850,240222,2022-07-18
17978,492001,293779,2022-04-11
17979,450138,401439,2022-04-18
17980,492550,394260,2022-09-17
17981,76891,167355,2022-06-10
17982,239591,431878,2022-01-17
17983,3963,318948,2022-01-30
17984,75646,350451,2022-05-17
17985,976,66719,2022-08-09
17986,310552,347750,2022-02-18
17987,437841,442986,2022-05-12
17988,78590,201633,2022-10-07
17989,134751,242161,2022-10-29
17990,27375,261748,2022-06-10
17991,400118,17702,2022-11-23
17992,54366,57076,2022-07-29
17993,105313,256984,2022-03-20
17994,79247,187857,2022-05-20
17995,194521,109128,2022-07-02
17996,252924,304708,2022-08-06
17997,144573,21057,2022-11-19
17998,233957,290246,2022-01-18
17999,303401,477121,2022-05-01
18000,4987,91962,2022-04-14
18001,76130,485210,2022-11-26
18002,486040,112135,2022-02-03
18003,467261,12985,2022-09-16
18004,371735,372077,2022-01-23
18005,263993,73203,2022-02-26
18006,398716,205453,2022-12-23
18007,451778,386870,2022-02-08
18008,420606,366760,2022-09-07
18009,466471,371151,2022-08-03
18010,154745,480218,2022-03-10
18011,159990,125029,2022-12-09
18012,424110,53235,2022-01-22
18013,7229,481053,2022-05-20
18014,430939,224423,2022-12-31
18015,424501,471270,2022-03-28
18016,10647,191662,2022-02-27
18017,460385,298784,2022-01-09
18018,66283,133921,2022-12-25
18019,455307,283118,2022-09-28
18020,1771,80003,2022-07-27
18021,120264,103844,2022-10-21
18022,273225,155607,2022-12-24
18023,316192,48550,2022-08-18
18024,105493,133267,2022-05-27
18025,389240,358107,2022-05-06
18026,404757,454431,2022-08-09
18027,151297,380378,2022-11-09
18028,482949,389456,2022-05-29
18029,31400,66318,2022-05-04
18030,117365,305415,2022-06-22
18031,19322,493645,2022-12-21
18032,362570,219675,2022-05-31
18033,208039,136710,2022-07-16
18034,221913,34710,2022-12-22
18035,192838,411282,2022-05-11
18036,428843,476894,2022-06-17
18037,355316,323122,2022-02-19
18038,370772,486962,2022-02-05
18039,435101,118765,2022-05-30
18040,392058,380068,2022-07-21
18041,491024,493482,2022-08-31
18042,57012,395131,2022-08-14
18043,244349,373249,2022-11-17
18044,44556,341355,2022-01-23
18045,348966,330150,2022-02-08
18046,450038,181000,2022-08-09
18047,19187,37764,2022-01-02
18048,60663,118034,2022-08-26
18049,490733,63234,2022-11-11
18050,13756,271074,2022-03-24
18051,304690,228397,2022-11-01
18052,119974,216258,2022-12-03
18053,424318,476788,2022-06-06
18054,129646,301516,2022-06-21
18055,387887,214662,2022-08-22
18056,168084,456692,2022-06-29
18057,219801,425926,2022-04-03
18058,237910,433024,2022-07-02
18059,473235,219496,2022-06-06
18060,435190,85930,2022-06-06
18061,358472,134209,2022-06-20
18062,478915,179110,2022-11-03
18063,4960,357561,2022-05-07
18064,62619,489285,2022-05-17
18065,338182,359495,2022-09-08
18066,62742,51195,2022-04-06
18067,385361,155902,2022-02-15
18068,79057,157657,2022-08-28
18069,218028,237734,2022-04-27
18070,251618,11846,2022-03-06
18071,313245,480738,2022-07-28
18072,135010,464381,2022-07-26
18073,1354,112599,2022-03-30
18074,244321,427175,2022-07-12
18075,143736,159585,2022-01-30
18076,499847,215226,2022-05-28
18077,492887,441688,2022-01-26
18078,227787,416612,2022-10-19
18079,197397,35928,2022-12-09
18080,275768,64311,2022-02-26
18081,234676,254439,2022-04-22
18082,257676,447407,2022-01-20
18083,192883,46378,2022-03-07
18084,311673,11444,2022-05-14
18085,169135,73013,2022-10-10
18086,77848,419235,2022-04-01
18087,440547,146308,2022-04-30
18088,489313,388168,2022-08-01
18089,245158,134828,2022-03-20
18090,4966,191330,2022-08-04
18091,431863,112100,2022-01-20
18092,263948,342537,2022-06-14
18093,432698,462832,2022-07-18
18094,253284,198942,2022-10-28
18095,483075,127489,2022-06-30
18096,56586,4107,2022-10-26
18097,288965,187221,2022-02-10
18098,77644,198749,2022-10-05
18099,150143,433196,2022-02-12
18100,334204,162742,2022-08-13
18101,461634,304879,2022-10-10
18102,374302,441717,2022-05-25
18103,26882,277792,2022-05-19
18104,358733,248567,2022-02-14
18105,333942,176676,2022-01-23
18106,49138,214022,2022-12-03
18107,106503,9551,2022-10-10
18108,217999,69618,2022-01-15
18109,182276,292335,2022-11-02
18110,467496,332177,2022-04-13
18111,394102,393833,2022-04-17
18112,217217,382038,2022-09-16
18113,157546,174990,2022-06-01
18114,140945,327767,2022-10-07
18115,235472,143120,2022-07-17
18116,359383,225264,2022-05-10
18117,461036,126166,2022-01-04
18118,12448,113158,2022-08-23
18119,472913,370992,2022-05-12
18120,16667,252531,2022-05-21
18121,166272,256787,2022-07-28
18122,401641,5633,2022-07-04
18123,91487,478019,2022-10-29
18124,289947,352705,2022-08-27
18125,166828,55161,2022-02-12
18126,399947,183678,2022-02-19
18127,193895,278569,2022-05-02
